PaymentMethodID,PaymentType,Provider
PAY_002487,Cash,MasterCard
PAY_002488,debit card,Amex
PAY_002489,credit card,MasterCard
PAY_002490,credit card,Amex
PAY_002491,Mobile Payment,PayPal
PAY_002492,Cash,Visa
PAY_002493,debit card,Maestro
PAY_002494,Cash,Maestro
PAY_002495,Mobile Payment,MasterCard
PAY_002496,debit card,PayPal
PAY_002497,debit card,Maestro
PAY_002498,Mobile Payment,Maestro
PAY_002499,debit card,Visa
PAY_002500,Mobile Payment,Maestro
PAY_002501,Mobile Payment,PayPal
PAY_002502,credit card,PayPal
PAY_002503,debit card,MasterCard
PAY_002504,credit card,PayPal
PAY_002505,Cash,Maestro
PAY_002506,Cash,Visa
PAY_002507,credit card,MasterCard
PAY_002508,debit card,Maestro
PAY_002509,debit card,MasterCard
PAY_002510,credit card,PayPal
PAY_002511,debit card,MasterCard
PAY_002512,Mobile Payment,Maestro
PAY_002513,Mobile Payment,Amex
PAY_002514,Cash,PayPal
PAY_002515,credit card,Visa
PAY_002516,credit card,MasterCard
PAY_002517,debit card,MasterCard
PAY_002518,Mobile Payment,Amex
PAY_002519,Mobile Payment,PayPal
PAY_002520,Mobile Payment,Visa
PAY_002521,credit card,Amex
PAY_002522,credit card,MasterCard
PAY_002523,Cash,MasterCard
PAY_002524,credit card,PayPal
PAY_002525,credit card,MasterCard
PAY_002526,credit card,Visa
PAY_002527,debit card,Maestro
PAY_002528,Mobile Payment,Visa
PAY_002529,debit card,Visa
PAY_002530,Cash,MasterCard
PAY_002531,Mobile Payment,PayPal
PAY_002532,Mobile Payment,Visa
PAY_002533,Cash,Maestro
PAY_002534,Mobile Payment,MasterCard
PAY_002535,credit card,Visa
PAY_002536,Cash,MasterCard
PAY_002537,Cash,Amex
PAY_002538,credit card,Maestro
PAY_002539,Cash,Maestro
PAY_002540,debit card,Amex
PAY_002541,Cash,Maestro
PAY_002542,Cash,MasterCard
PAY_002543,credit card,Amex
PAY_002544,debit card,MasterCard
PAY_002545,debit card,Visa
PAY_002546,credit card,PayPal
PAY_002547,Cash,Maestro
PAY_002548,credit card,Amex
PAY_002549,debit card,MasterCard
PAY_002550,Cash,Amex
PAY_002551,Mobile Payment,Visa
PAY_002552,Mobile Payment,PayPal
PAY_002553,debit card,MasterCard
PAY_002554,credit card,Maestro
PAY_002555,debit card,MasterCard
PAY_002556,Mobile Payment,Amex
PAY_002557,credit card,PayPal
PAY_002558,Mobile Payment,Amex
PAY_002559,Mobile Payment,Amex
PAY_002560,credit card,Visa
PAY_002561,credit card,Amex
PAY_002562,Mobile Payment,Amex
PAY_002563,Cash,Maestro
PAY_002564,Cash,Amex
PAY_002565,credit card,Visa
PAY_002566,Cash,Visa
PAY_002567,Cash,MasterCard
PAY_002568,credit card,MasterCard
PAY_002569,debit card,Maestro
PAY_002570,Cash,Maestro
PAY_002571,Cash,MasterCard
PAY_002572,Cash,Maestro
PAY_002573,Cash,MasterCard
PAY_002574,credit card,Maestro
PAY_002575,debit card,PayPal
PAY_002576,credit card,PayPal
PAY_002577,Cash,MasterCard
PAY_002578,credit card,PayPal
PAY_002579,Cash,MasterCard
PAY_002580,Mobile Payment,MasterCard
PAY_002581,credit card,MasterCard
PAY_002582,credit card,Maestro
PAY_002583,credit card,MasterCard
PAY_002584,credit card,Visa
PAY_002585,Mobile Payment,MasterCard
PAY_002586,debit card,Amex
PAY_002587,debit card,PayPal
PAY_002588,debit card,Visa
PAY_002589,credit card,MasterCard
PAY_002590,Cash,MasterCard
PAY_002591,debit card,Visa
PAY_002592,Cash,Visa
PAY_002593,Mobile Payment,Amex
PAY_002594,Cash,Maestro
PAY_002595,credit card,Visa
PAY_002596,debit card,Visa
PAY_002597,Cash,Visa
PAY_002598,credit card,Visa
PAY_002599,credit card,PayPal
PAY_002600,Cash,Maestro
PAY_002601,debit card,PayPal
PAY_002602,credit card,Visa
PAY_002603,debit card,Amex
PAY_002604,Cash,Visa
PAY_002605,credit card,MasterCard
PAY_002606,Cash,Amex
PAY_002607,credit card,Maestro
PAY_002608,Cash,Visa
PAY_002609,Cash,Maestro
PAY_002610,debit card,MasterCard
PAY_002611,Cash,MasterCard
PAY_002612,Mobile Payment,Visa
PAY_002613,Mobile Payment,Maestro
PAY_002614,Cash,MasterCard
PAY_002615,Cash,Maestro
PAY_002616,Mobile Payment,PayPal
PAY_002617,credit card,MasterCard
PAY_002618,Mobile Payment,Amex
PAY_002619,credit card,PayPal
PAY_002620,Mobile Payment,Amex
PAY_002621,debit card,MasterCard
PAY_002622,credit card,Visa
PAY_002623,Mobile Payment,MasterCard
PAY_002624,Cash,Maestro
PAY_002625,Cash,PayPal
PAY_002626,Mobile Payment,MasterCard
PAY_002627,debit card,MasterCard
PAY_002628,Mobile Payment,Visa
PAY_002629,Cash,Visa
PAY_002630,debit card,PayPal
PAY_002631,debit card,MasterCard
PAY_002632,debit card,MasterCard
PAY_002633,Mobile Payment,MasterCard
PAY_002634,Mobile Payment,MasterCard
PAY_002635,Cash,PayPal
PAY_002636,Mobile Payment,Visa
PAY_002637,credit card,Visa
PAY_002638,credit card,Amex
PAY_002639,Mobile Payment,PayPal
PAY_002640,Cash,Amex
PAY_002641,credit card,PayPal
PAY_002642,debit card,Amex
PAY_002643,credit card,PayPal
PAY_002644,credit card,PayPal
PAY_002645,debit card,PayPal
PAY_002646,Mobile Payment,PayPal
PAY_002647,Cash,PayPal
PAY_002648,debit card,Visa
PAY_002649,Cash,Visa
PAY_002650,credit card,Amex
PAY_002651,credit card,Amex
PAY_002652,credit card,Amex
PAY_002653,credit card,Maestro
PAY_002654,debit card,Amex
PAY_002655,debit card,Maestro
PAY_002656,debit card,Maestro
PAY_002657,Mobile Payment,Amex
PAY_002658,Mobile Payment,Maestro
PAY_002659,Cash,PayPal
PAY_002660,debit card,Amex
PAY_002661,debit card,Amex
PAY_002662,debit card,Maestro
PAY_002663,Mobile Payment,Visa
PAY_002664,credit card,MasterCard
PAY_002665,credit card,Amex
PAY_002666,Cash,PayPal
PAY_002667,Cash,Maestro
PAY_002668,debit card,PayPal
PAY_002669,debit card,MasterCard
PAY_002670,debit card,Visa
PAY_002671,debit card,PayPal
PAY_002672,Cash,MasterCard
PAY_002673,debit card,Maestro
PAY_002674,Cash,Visa
PAY_002675,Mobile Payment,Maestro
PAY_002676,Mobile Payment,MasterCard
PAY_002677,Mobile Payment,Visa
PAY_002678,Mobile Payment,PayPal
PAY_002679,Mobile Payment,Maestro
PAY_002680,Cash,Maestro
PAY_002681,Mobile Payment,Maestro
PAY_002682,debit card,MasterCard
PAY_002683,debit card,MasterCard
PAY_002684,Mobile Payment,MasterCard
PAY_002685,debit card,MasterCard
PAY_002686,debit card,Maestro
PAY_002687,Mobile Payment,Visa
PAY_002688,debit card,PayPal
PAY_002689,credit card,PayPal
PAY_002690,Cash,Maestro
PAY_002691,credit card,PayPal
PAY_002692,Mobile Payment,Visa
PAY_002693,Mobile Payment,MasterCard
PAY_002694,Cash,Amex
PAY_002695,Mobile Payment,Visa
PAY_002696,Mobile Payment,MasterCard
PAY_002697,debit card,PayPal
PAY_002698,credit card,Visa
PAY_002699,Cash,PayPal
PAY_002700,Mobile Payment,PayPal
PAY_002701,Cash,MasterCard
PAY_002702,Mobile Payment,Maestro
PAY_002703,credit card,MasterCard
PAY_002704,Mobile Payment,PayPal
PAY_002705,Mobile Payment,Maestro
PAY_002706,Mobile Payment,Visa
PAY_002707,credit card,Visa
PAY_002708,credit card,Maestro
PAY_002709,debit card,MasterCard
PAY_002710,Mobile Payment,Maestro
PAY_002711,Cash,Amex
PAY_002712,Mobile Payment,MasterCard
PAY_002713,debit card,Visa
PAY_002714,Mobile Payment,Amex
PAY_002715,Mobile Payment,MasterCard
PAY_002716,credit card,Amex
PAY_002717,Cash,Visa
PAY_002718,debit card,PayPal
PAY_002719,Mobile Payment,PayPal
PAY_002720,Mobile Payment,Amex
PAY_002721,debit card,MasterCard
PAY_002722,Cash,MasterCard
PAY_002723,credit card,Amex
PAY_002724,Cash,PayPal
PAY_002725,debit card,Visa
PAY_002726,debit card,Amex
PAY_002727,Mobile Payment,Amex
PAY_002728,Mobile Payment,Amex
PAY_002729,Cash,PayPal
PAY_002730,Mobile Payment,Amex
PAY_002731,credit card,PayPal
PAY_002732,Mobile Payment,PayPal
PAY_002733,debit card,Maestro
PAY_002734,Cash,Maestro
PAY_002735,Cash,PayPal
PAY_002736,debit card,PayPal
PAY_002737,debit card,MasterCard
PAY_002738,Cash,Maestro
PAY_002739,Mobile Payment,MasterCard
PAY_002740,credit card,Amex
PAY_002741,debit card,Amex
PAY_002742,Mobile Payment,MasterCard
PAY_002743,credit card,PayPal
PAY_002744,credit card,Amex
PAY_002745,Mobile Payment,Maestro
PAY_002746,Cash,MasterCard
PAY_002747,debit card,PayPal
PAY_002748,credit card,Visa
PAY_002749,debit card,Amex
PAY_002750,credit card,PayPal
PAY_002751,credit card,MasterCard
PAY_002752,Cash,MasterCard
PAY_002753,Mobile Payment,Maestro
PAY_002754,Cash,Visa
PAY_002755,debit card,Visa
PAY_002756,debit card,Visa
PAY_002757,Cash,MasterCard
PAY_002758,Mobile Payment,Maestro
PAY_002759,debit card,PayPal
PAY_002760,debit card,PayPal
PAY_002761,credit card,PayPal
PAY_002762,Mobile Payment,MasterCard
PAY_002763,debit card,MasterCard
PAY_002764,debit card,Visa
PAY_002765,Mobile Payment,Amex
PAY_002766,debit card,MasterCard
PAY_002767,debit card,MasterCard
PAY_002768,debit card,Amex
PAY_002769,credit card,Maestro
PAY_002770,debit card,Maestro
PAY_002771,debit card,MasterCard
PAY_002772,Mobile Payment,MasterCard
PAY_002773,Cash,PayPal
PAY_002774,Mobile Payment,Amex
PAY_002775,Cash,MasterCard
PAY_002776,Mobile Payment,Visa
PAY_002777,Cash,MasterCard
PAY_002778,Mobile Payment,PayPal
PAY_002779,Cash,Maestro
PAY_002780,Mobile Payment,PayPal
PAY_002781,Cash,Maestro
PAY_002782,Mobile Payment,MasterCard
PAY_002783,Cash,Amex
PAY_002784,Cash,PayPal
PAY_002785,credit card,Maestro
PAY_002786,Cash,MasterCard
PAY_002787,Cash,Maestro
PAY_002788,debit card,Visa
PAY_002789,Cash,MasterCard
PAY_002790,Cash,MasterCard
PAY_002791,Mobile Payment,Maestro
PAY_002792,credit card,Visa
PAY_002793,debit card,Amex
PAY_002794,Mobile Payment,Maestro
PAY_002795,credit card,Visa
PAY_002796,debit card,Maestro
PAY_002797,debit card,PayPal
PAY_002798,Cash,Amex
PAY_002799,debit card,Maestro
PAY_002800,debit card,PayPal
PAY_002801,Mobile Payment,Visa
PAY_002802,debit card,Maestro
PAY_002803,debit card,PayPal
PAY_002804,Cash,Maestro
PAY_002805,Mobile Payment,Visa
PAY_002806,Mobile Payment,Amex
PAY_002807,Cash,PayPal
PAY_002808,Cash,Amex
PAY_002809,credit card,Visa
PAY_002810,debit card,Maestro
PAY_002811,credit card,MasterCard
PAY_002812,Cash,Amex
PAY_002813,Cash,Visa
PAY_002814,Cash,Visa
PAY_002815,Mobile Payment,Maestro
PAY_002816,credit card,Amex
PAY_002817,credit card,Maestro
PAY_002818,Mobile Payment,PayPal
PAY_002819,credit card,Amex
PAY_002820,Cash,Maestro
PAY_002821,credit card,Visa
PAY_002822,debit card,Maestro
PAY_002823,credit card,Visa
PAY_002824,debit card,MasterCard
PAY_002825,Mobile Payment,PayPal
PAY_002826,debit card,Maestro
PAY_002827,Cash,Maestro
PAY_002828,credit card,Amex
PAY_002829,credit card,Maestro
PAY_002830,credit card,PayPal
PAY_002831,Cash,PayPal
PAY_002832,debit card,MasterCard
PAY_002833,debit card,MasterCard
PAY_002834,credit card,Maestro
PAY_002835,Mobile Payment,Maestro
PAY_002836,debit card,Maestro
PAY_002837,credit card,PayPal
PAY_002838,Cash,Visa
PAY_002839,Cash,Visa
PAY_002840,Mobile Payment,MasterCard
PAY_002841,Mobile Payment,MasterCard
PAY_002842,Mobile Payment,Amex
PAY_002843,debit card,MasterCard
PAY_002844,debit card,Visa
PAY_002845,Cash,MasterCard
PAY_002846,debit card,Maestro
PAY_002847,Mobile Payment,PayPal
PAY_002848,credit card,Maestro
PAY_002849,credit card,MasterCard
PAY_002850,Cash,Visa
PAY_002851,Mobile Payment,Maestro
PAY_002852,credit card,Maestro
PAY_002853,credit card,MasterCard
PAY_002854,credit card,Visa
PAY_002855,Mobile Payment,Maestro
PAY_002856,Cash,Visa
PAY_002857,Cash,PayPal
PAY_002858,Mobile Payment,MasterCard
PAY_002859,debit card,Visa
PAY_002860,credit card,Amex
PAY_002861,credit card,Visa
PAY_002862,Cash,PayPal
PAY_002863,Cash,PayPal
PAY_002864,Mobile Payment,Visa
PAY_002865,Cash,Amex
PAY_002866,Mobile Payment,Visa
PAY_002867,debit card,MasterCard
PAY_002868,credit card,Maestro
PAY_002869,credit card,Amex
PAY_002870,Cash,MasterCard
PAY_002871,credit card,PayPal
PAY_002872,Cash,Amex
PAY_002873,credit card,Maestro
PAY_002874,Cash,PayPal
PAY_002875,Cash,Maestro
PAY_002876,Cash,Amex
PAY_002877,Mobile Payment,Amex
PAY_002878,debit card,Visa
PAY_002879,Mobile Payment,MasterCard
PAY_002880,credit card,Maestro
PAY_002881,debit card,Maestro
PAY_002882,debit card,MasterCard
PAY_002883,debit card,Visa
PAY_002884,debit card,PayPal
PAY_002885,debit card,Maestro
PAY_002886,Cash,Amex
PAY_002887,credit card,Visa
PAY_002888,credit card,MasterCard
PAY_002889,debit card,Maestro
PAY_002890,Mobile Payment,Maestro
PAY_002891,Mobile Payment,PayPal
PAY_002892,Cash,Amex
PAY_002893,Mobile Payment,Maestro
PAY_002894,credit card,Maestro
PAY_002895,credit card,Maestro
PAY_002896,Cash,Amex
PAY_002897,credit card,PayPal
PAY_002898,credit card,Amex
PAY_002899,Cash,PayPal
PAY_002900,Mobile Payment,PayPal
PAY_002901,debit card,Amex
PAY_002902,debit card,MasterCard
PAY_002903,credit card,Amex
PAY_002904,credit card,Amex
PAY_002905,Cash,Visa
PAY_002906,credit card,PayPal
PAY_002907,Mobile Payment,Amex
PAY_002908,debit card,Visa
PAY_002909,Cash,Amex
PAY_002910,Mobile Payment,Maestro
PAY_002911,debit card,MasterCard
PAY_002912,Mobile Payment,MasterCard
PAY_002913,Cash,Maestro
PAY_002914,Mobile Payment,Amex
PAY_002915,debit card,Visa
PAY_002916,debit card,Amex
PAY_002917,credit card,Visa
PAY_002918,Mobile Payment,PayPal
PAY_002919,Cash,PayPal
PAY_002920,credit card,Amex
PAY_002921,Mobile Payment,Amex
PAY_002922,credit card,Visa
PAY_002923,credit card,MasterCard
PAY_002924,credit card,PayPal
PAY_002925,Cash,Visa
PAY_002926,Cash,Maestro
PAY_002927,debit card,PayPal
PAY_002928,credit card,Visa
PAY_002929,debit card,Amex
PAY_002930,Cash,Visa
PAY_002931,Mobile Payment,Visa
PAY_002932,Mobile Payment,PayPal
PAY_002933,credit card,Maestro
PAY_002934,credit card,Maestro
PAY_002935,Mobile Payment,Amex
PAY_002936,credit card,Maestro
PAY_002937,Cash,PayPal
PAY_002938,Cash,Maestro
PAY_002939,Mobile Payment,PayPal
PAY_002940,credit card,Amex
PAY_002941,Cash,MasterCard
PAY_002942,Cash,Amex
PAY_002943,debit card,Visa
PAY_002944,credit card,Visa
PAY_002945,Mobile Payment,PayPal
PAY_002946,credit card,Visa
PAY_002947,Mobile Payment,Visa
PAY_002948,Cash,Visa
PAY_002949,Mobile Payment,Maestro
PAY_002950,credit card,Maestro
PAY_002951,Mobile Payment,MasterCard
PAY_002952,credit card,MasterCard
PAY_002953,Mobile Payment,Maestro
PAY_002954,credit card,PayPal
PAY_002955,debit card,Amex
PAY_002956,credit card,Visa
PAY_002957,Cash,PayPal
PAY_002958,debit card,Maestro
PAY_002959,Mobile Payment,MasterCard
PAY_002960,Mobile Payment,Amex
PAY_002961,credit card,Visa
PAY_002962,Mobile Payment,Visa
PAY_002963,credit card,Amex
PAY_002964,debit card,PayPal
PAY_002965,Cash,Visa
PAY_002966,Cash,PayPal
PAY_002967,debit card,MasterCard
PAY_002968,credit card,Amex
PAY_002969,Cash,PayPal
PAY_002970,debit card,Amex
PAY_002971,debit card,Visa
PAY_002972,Cash,MasterCard
PAY_002973,credit card,MasterCard
PAY_002974,debit card,MasterCard
PAY_002975,debit card,Maestro
PAY_002976,debit card,Amex
PAY_002977,Cash,Visa
PAY_002978,Mobile Payment,Amex
PAY_002979,Mobile Payment,PayPal
PAY_002980,debit card,Visa
PAY_002981,Mobile Payment,Visa
PAY_002982,debit card,PayPal
PAY_002983,credit card,PayPal
PAY_002984,credit card,Visa
PAY_002985,Cash,Maestro
PAY_002986,Mobile Payment,Visa
PAY_002987,debit card,Amex
PAY_002988,Mobile Payment,Amex
PAY_002989,debit card,MasterCard
PAY_002990,debit card,MasterCard
PAY_002991,Cash,Visa
PAY_002992,credit card,Maestro
PAY_002993,Mobile Payment,PayPal
PAY_002994,debit card,Visa
PAY_002995,credit card,PayPal
PAY_002996,credit card,PayPal
PAY_002997,Cash,Amex
PAY_002998,Cash,Maestro
PAY_002999,debit card,Visa
PAY_003000,Mobile Payment,Maestro
PAY_003001,credit card,Amex
PAY_003002,credit card,Visa
PAY_003003,debit card,MasterCard
PAY_003004,Mobile Payment,Visa
PAY_003005,debit card,Maestro
PAY_003006,Mobile Payment,Maestro
PAY_003007,Cash,Amex
PAY_003008,debit card,PayPal
PAY_003009,debit card,MasterCard
PAY_003010,credit card,PayPal
PAY_003011,Cash,Visa
PAY_003012,debit card,Amex
PAY_003013,Cash,Amex
PAY_003014,Cash,Amex
PAY_003015,debit card,Visa
PAY_003016,Cash,Amex
PAY_003017,Cash,MasterCard
PAY_003018,credit card,MasterCard
PAY_003019,Cash,Visa
PAY_003020,Cash,Maestro
PAY_003021,debit card,Amex
PAY_003022,Cash,Maestro
PAY_003023,debit card,Visa
PAY_003024,Cash,Maestro
PAY_003025,Mobile Payment,Visa
PAY_003026,Mobile Payment,Visa
PAY_003027,credit card,PayPal
PAY_003028,debit card,Maestro
PAY_003029,Cash,Visa
PAY_003030,Cash,Maestro
PAY_003031,credit card,MasterCard
PAY_003032,credit card,Amex
PAY_003033,credit card,Visa
PAY_003034,credit card,Amex
PAY_003035,Cash,Visa
PAY_003036,debit card,Maestro
PAY_003037,Cash,Amex
PAY_003038,credit card,Maestro
PAY_003039,Mobile Payment,Visa
PAY_003040,credit card,MasterCard
PAY_003041,Cash,PayPal
PAY_003042,Cash,MasterCard
PAY_003043,Cash,Maestro
PAY_003044,Mobile Payment,Maestro
PAY_003045,credit card,Maestro
PAY_003046,credit card,Amex
PAY_003047,credit card,Maestro
PAY_003048,Cash,MasterCard
PAY_003049,debit card,MasterCard
PAY_003050,debit card,MasterCard
PAY_003051,Mobile Payment,Amex
PAY_003052,debit card,Amex
PAY_003053,Mobile Payment,Maestro
PAY_003054,Cash,MasterCard
PAY_003055,Cash,MasterCard
PAY_003056,debit card,MasterCard
PAY_003057,Cash,Visa
PAY_003058,debit card,Maestro
PAY_003059,credit card,PayPal
PAY_003060,credit card,Amex
PAY_003061,credit card,Amex
PAY_003062,Cash,Maestro
PAY_003063,Mobile Payment,PayPal
PAY_003064,Mobile Payment,MasterCard
PAY_003065,debit card,MasterCard
PAY_003066,Cash,Amex
PAY_003067,debit card,MasterCard
PAY_003068,debit card,MasterCard
PAY_003069,Mobile Payment,PayPal
PAY_003070,Mobile Payment,Amex
PAY_003071,debit card,Maestro
PAY_003072,debit card,Visa
PAY_003073,Mobile Payment,PayPal
PAY_003074,Mobile Payment,Maestro
PAY_003075,credit card,MasterCard
PAY_003076,debit card,MasterCard
PAY_003077,Cash,PayPal
PAY_003078,Mobile Payment,MasterCard
PAY_003079,Cash,Visa
PAY_003080,Mobile Payment,Maestro
PAY_003081,Mobile Payment,Maestro
PAY_003082,Cash,MasterCard
PAY_003083,credit card,PayPal
PAY_003084,Cash,Visa
PAY_003085,credit card,Visa
PAY_003086,Mobile Payment,PayPal
PAY_003087,Cash,Maestro
PAY_003088,credit card,Maestro
PAY_003089,credit card,Amex
PAY_003090,debit card,Amex
PAY_003091,credit card,Visa
PAY_003092,Cash,MasterCard
PAY_003093,Mobile Payment,PayPal
PAY_003094,Mobile Payment,Maestro
PAY_003095,Mobile Payment,PayPal
PAY_003096,debit card,MasterCard
PAY_003097,Cash,Visa
PAY_003098,debit card,Maestro
PAY_003099,Cash,Maestro
PAY_003100,debit card,Maestro
PAY_003101,debit card,Amex
PAY_003102,debit card,Visa
PAY_003103,Mobile Payment,MasterCard
PAY_003104,Cash,PayPal
PAY_003105,credit card,PayPal
PAY_003106,credit card,Visa
PAY_003107,debit card,PayPal
PAY_003108,credit card,MasterCard
PAY_003109,Cash,Amex
PAY_003110,credit card,Maestro
PAY_003111,credit card,Maestro
PAY_003112,Mobile Payment,PayPal
PAY_003113,Cash,Amex
PAY_003114,debit card,MasterCard
PAY_003115,Mobile Payment,PayPal
PAY_003116,Mobile Payment,Visa
PAY_003117,Cash,Visa
PAY_003118,credit card,PayPal
PAY_003119,Mobile Payment,MasterCard
PAY_003120,Cash,Amex
PAY_003121,debit card,Amex
PAY_003122,Cash,Maestro
PAY_003123,Mobile Payment,PayPal
PAY_003124,debit card,Maestro
PAY_003125,Cash,Visa
PAY_003126,Mobile Payment,MasterCard
PAY_003127,credit card,Visa
PAY_003128,Cash,MasterCard
PAY_003129,debit card,Visa
PAY_003130,Cash,Maestro
PAY_003131,debit card,Visa
PAY_003132,Cash,Amex
PAY_003133,Mobile Payment,MasterCard
PAY_003134,Cash,Maestro
PAY_003135,credit card,Visa
PAY_003136,debit card,Amex
PAY_003137,debit card,MasterCard
PAY_003138,debit card,MasterCard
PAY_003139,debit card,Maestro
PAY_003140,Mobile Payment,PayPal
PAY_003141,debit card,Visa
PAY_003142,Mobile Payment,Visa
PAY_003143,credit card,Visa
PAY_003144,Mobile Payment,MasterCard
PAY_003145,Cash,PayPal
PAY_003146,Cash,Maestro
PAY_003147,debit card,Maestro
PAY_003148,Mobile Payment,PayPal
PAY_003149,debit card,MasterCard
PAY_003150,Cash,PayPal
PAY_003151,credit card,PayPal
PAY_003152,Mobile Payment,Maestro
PAY_003153,debit card,PayPal
PAY_003154,debit card,PayPal
PAY_003155,Mobile Payment,Maestro
PAY_003156,debit card,Maestro
PAY_003157,debit card,Visa
PAY_003158,credit card,PayPal
PAY_003159,debit card,MasterCard
PAY_003160,Mobile Payment,Amex
PAY_003161,credit card,Visa
PAY_003162,Cash,PayPal
PAY_003163,credit card,Visa
PAY_003164,Mobile Payment,Visa
PAY_003165,Mobile Payment,Amex
PAY_003166,credit card,Maestro
PAY_003167,debit card,Visa
PAY_003168,Mobile Payment,MasterCard
PAY_003169,credit card,Amex
PAY_003170,credit card,MasterCard
PAY_003171,debit card,PayPal
PAY_003172,Mobile Payment,MasterCard
PAY_003173,Mobile Payment,PayPal
PAY_003174,debit card,PayPal
PAY_003175,Cash,Amex
PAY_003176,credit card,MasterCard
PAY_003177,credit card,Amex
PAY_003178,Cash,PayPal
PAY_003179,Cash,MasterCard
PAY_003180,Mobile Payment,Visa
PAY_003181,credit card,MasterCard
PAY_003182,debit card,Maestro
PAY_003183,credit card,Visa
PAY_003184,Cash,Visa
PAY_003185,Mobile Payment,Amex
PAY_003186,Cash,Amex
PAY_003187,debit card,MasterCard
PAY_003188,Mobile Payment,Amex
PAY_003189,Cash,Amex
PAY_003190,Cash,Amex
PAY_003191,debit card,Amex
PAY_003192,credit card,Maestro
PAY_003193,debit card,MasterCard
PAY_003194,Mobile Payment,Maestro
PAY_003195,Cash,Amex
PAY_003196,credit card,MasterCard
PAY_003197,credit card,Visa
PAY_003198,credit card,MasterCard
PAY_003199,Cash,Visa
PAY_003200,Mobile Payment,PayPal
PAY_003201,Cash,Maestro
PAY_003202,credit card,Amex
PAY_003203,Mobile Payment,PayPal
PAY_003204,Cash,Amex
PAY_003205,credit card,MasterCard
PAY_003206,credit card,PayPal
PAY_003207,Mobile Payment,Maestro
PAY_003208,Mobile Payment,Maestro
PAY_003209,Cash,PayPal
PAY_003210,Mobile Payment,MasterCard
PAY_003211,credit card,PayPal
PAY_003212,debit card,MasterCard
PAY_003213,credit card,Visa
PAY_003214,Cash,Visa
PAY_003215,debit card,Amex
PAY_003216,Cash,PayPal
PAY_003217,Cash,Maestro
PAY_003218,debit card,PayPal
PAY_003219,Mobile Payment,MasterCard
PAY_003220,debit card,Visa
PAY_003221,credit card,MasterCard
PAY_003222,Mobile Payment,Visa
PAY_003223,debit card,Maestro
PAY_003224,Cash,MasterCard
PAY_003225,debit card,Maestro
PAY_003226,credit card,Amex
PAY_003227,debit card,PayPal
PAY_003228,debit card,MasterCard
PAY_003229,credit card,Maestro
PAY_003230,Mobile Payment,Visa
PAY_003231,credit card,Amex
PAY_003232,debit card,Maestro
PAY_003233,Cash,Visa
PAY_003234,debit card,Amex
PAY_003235,debit card,Visa
PAY_003236,credit card,Maestro
PAY_003237,credit card,Visa
PAY_003238,Mobile Payment,Visa
PAY_003239,Cash,MasterCard
PAY_003240,Cash,Visa
PAY_003241,credit card,Maestro
PAY_003242,Cash,PayPal
PAY_003243,Cash,MasterCard
PAY_003244,Cash,PayPal
PAY_003245,Mobile Payment,Maestro
PAY_003246,Cash,Amex
PAY_003247,debit card,Amex
PAY_003248,credit card,PayPal
PAY_003249,credit card,Maestro
PAY_003250,Cash,Visa
PAY_003251,Cash,MasterCard
PAY_003252,debit card,Visa
PAY_003253,Mobile Payment,MasterCard
PAY_003254,Cash,Maestro
PAY_003255,debit card,Maestro
PAY_003256,Cash,Visa
PAY_003257,Mobile Payment,Maestro
PAY_003258,credit card,Maestro
PAY_003259,Mobile Payment,Amex
PAY_003260,Mobile Payment,Amex
PAY_003261,Mobile Payment,PayPal
PAY_003262,Cash,Maestro
PAY_003263,Mobile Payment,PayPal
PAY_003264,credit card,Amex
PAY_003265,Mobile Payment,Maestro
PAY_003266,debit card,MasterCard
PAY_003267,Cash,Amex
PAY_003268,credit card,Amex
PAY_003269,credit card,Maestro
PAY_003270,Cash,MasterCard
PAY_003271,Mobile Payment,MasterCard
PAY_003272,credit card,MasterCard
PAY_003273,Cash,Visa
PAY_003274,credit card,PayPal
PAY_003275,credit card,Amex
PAY_003276,debit card,PayPal
PAY_003277,debit card,PayPal
PAY_003278,credit card,PayPal
PAY_003279,Mobile Payment,MasterCard
PAY_003280,Mobile Payment,MasterCard
PAY_003281,Mobile Payment,Maestro
PAY_003282,Mobile Payment,Amex
PAY_003283,Mobile Payment,Amex
PAY_003284,credit card,MasterCard
PAY_003285,Cash,Amex
PAY_003286,Mobile Payment,Visa
PAY_003287,credit card,PayPal
PAY_003288,credit card,Maestro
PAY_003289,Cash,PayPal
PAY_003290,Mobile Payment,MasterCard
PAY_003291,Mobile Payment,PayPal
PAY_003292,Mobile Payment,MasterCard
PAY_003293,debit card,PayPal
PAY_003294,debit card,PayPal
PAY_003295,Cash,MasterCard
PAY_003296,Mobile Payment,PayPal
PAY_003297,Mobile Payment,PayPal
PAY_003298,Cash,PayPal
PAY_003299,Mobile Payment,Amex
PAY_003300,Cash,Amex
PAY_003301,credit card,PayPal
PAY_003302,debit card,MasterCard
PAY_003303,Cash,MasterCard
PAY_003304,Mobile Payment,PayPal
PAY_003305,Cash,Visa
PAY_003306,Mobile Payment,Maestro
PAY_003307,Cash,Maestro
PAY_003308,Cash,Visa
PAY_003309,credit card,Maestro
PAY_003310,debit card,PayPal
PAY_003311,debit card,Amex
PAY_003312,debit card,Amex
PAY_003313,credit card,MasterCard
PAY_003314,debit card,MasterCard
PAY_003315,Mobile Payment,PayPal
PAY_003316,Mobile Payment,Amex
